test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,flavor_4
16975,Platinum OG,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,
17000,Blue Train,Hybrid,,,,,,,,,,,,,,Citrus,Earthy,Sweet,
17211,Dancehall,Hybrid,,,,,,Happy,Relaxed,Uplifted,Energetic,Creative,,,,,,,
17429,Strawberry Ice,Sativa,Depression, Stress, Pain,,,Euphoric, Uplifted, Focused, Energetic, Happy, Dry Mouth, Paranoid,,Strawberry, Sweet, Berry,
17708,ReCON,Hybrid,Stress, Insomnia, Nausea, Pain, Lack of Appetite,Relaxed, Hungry, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet,,,
17750,P-51,Indica,Pain, Insomnia, Nausea, Stress,,Happy, Tingly, Uplifted, Relaxed, Dry Mouth, Paranoid,,,Earthy, Sweet,,
17932,Conspiracy Kush,Hybrid,Pain, Lack of Appetite, Stress, Insomnia, Inflammation,Relaxed, Happy, Euphoric, Sleepy, Creative, Dry Mouth, Anxious,,Earthy, Sweet, Berry,
17962,Silver Haze,Hybrid,Stress, Depression, Lack of Appetite, Pain, Insomnia,Euphoric, Happy, Energetic, Uplifted, Relaxed, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,
18075,Mad Scientist,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,,Earthy, Pine,,
18265,Space Candy,Hybrid,,,,,,,,,,,,,,Citrus,Sweet,Pine,
18335,Lemonberry,Hybrid,,,,,,Euphoric,Energetic,Giggly,Happy,Creative,,,,,,,
18787,Stephen Hawking Kush,Hybrid,Stress, Pain, Nausea, Depression,,Relaxed, Happy, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid,,Earthy, Pine,,
18789,Purple Punch,Hybrid,Stress, Depression, Pain, Inflammation, Muscle Spasms,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,,,Sweet, Berry, Grape,
18822,Webster,Hybrid,Pain, Stress, Inflammation,,,Relaxed, Sleepy, Talkative, Uplifted, Happy,,,,Citrus, Sweet,,
18903,Purple Champagne,Hybrid,Stress, Pain, Depression,,,Uplifted, Focused, Creative, Euphoric, Happy, Dry Mouth,,,Grape, Earthy,,
19057,Tang,Hybrid,,,,,,,,,,,,,,Citrus,Orange,Sweet,
19170,Strawberry Blue,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Energetic, Uplifted, Euphoric, Dry Mouth,,,,Strawberry, Sweet, Berry,
19386,Snow Monster,Indica,Pain, Insomnia, Stress, Lack of Appetite,,Relaxed, Happy, Hungry, Uplifted, Euphoric, Dry Mouth,,,Sweet, Earthy, Skunk,
19832,Locktite,Hybrid,,,,,,Relaxed,Happy,Uplifted,Tingly,Euphoric,,,,Sweet,Citrus,Earthy,
19970,Allen Wrench,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Energetic, Happy, Focused, Uplifted, Creative, Dry Mouth, Anxious,,Earthy, Pine, Citrus,
20108,Tangerine Kush,Hybrid,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Citrus, Orange, Sweet,
20497,Hawaiian Punch,Hybrid,Pain, Stress,,,,Happy, Uplifted, Relaxed, Euphoric, Tingly, Anxious, Dry Mouth, Paranoid,Citrus, Sweet,,
20552,Gobbstopper,Hybrid,Depression, Nausea, Stress, Insomnia,,Happy, Relaxed, Euphoric, Horny, Sleepy, Dry Mouth,,,Sweet, Berry,,
20634,Mendo Purps,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Woody,
20818,Training Day,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Anxious,,Earthy, Pine,,
21220,Hog's Breath,Hybrid,,,,,,,,,,,,,,Earthy,Lemon,Flowery,
21440,Sour Amnesia,Hybrid,Stress, Depression, Pain, Inflammation,,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,,
21726,Hindu Skunk,Hybrid,Stress, Pain, Insomnia, Depression, Nausea,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,,Skunk, Earthy, Sweet,
21729,Kryptonite,Hybrid,Pain, Stress, Insomnia, Depression,,Relaxed, Happy, Tingly, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Pine,
21733,Kush Dream,Hybrid,,,,,,,,,,,,,,Flowery,Sweet,Citrus,
21738,Mango,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious,Mango, Sweet,,
21777,Grapefruit Haze,Hybrid,Stress, Depression, Pain, Muscle Spasms,,Uplifted, Happy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid, Anxious,Lemon, Citrus,,
22467,Dog Walker,Hybrid,,,,,,,,,,,,,,Tropical,Orange,Sweet,
22562,Grape Crush,Indica,Stress, Pain, Depression, Muscle Spasms, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth,,,Grape, Sweet, Berry,
22618,Solace,Hybrid,,,,,,,,,,,,,,Berry,Earthy,Sweet,
22651,Woody Kush,Hybrid,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,,Pine, Earthy,,
23046,Bubblegum Kush,Hybrid,Pain, Stress, Inflammation, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,
23526,Ice Bomb,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Pungent,
23751,SFV OG Kush,Indica,Pain, Muscle Spasms, Inflammation, Insomnia, Depression,Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid,,Earthy, Citrus, Sweet,
23936,Sage N Sour,Sativa,Depression, Stress, Pain,,,Happy, Focused, Relaxed, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy,,,
24168,Heisenberg Kush,Sativa,Depression, Stress, Pain,,,Happy, Euphoric, Energetic, Uplifted, Creative, Dry Mouth,,,Berry, Sweet, Grape,
24307,Swiss Tsunami,Sativa,Pain, Depression, Inflammation, Stress,,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth,,,Citrus, Orange, Earthy,
24383,Jack Diesel,Hybrid,Depression, Inflammation, Stress, Pain,,Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid,,,Sweet, Citrus,,
25091,Cat Piss,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Energetic, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Ammonia, Earthy,,
25246,U2 Kush,Hybrid,Depression, Insomnia, Stress, Pain,,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Anxious,,Sweet,,,
25636,Blue Ox,Hybrid,Depression, Lack of Appetite, Pain,,,Sleepy, Relaxed, Talkative, Uplifted, Euphoric,,,,Berry, Blueberry,,
25768,White Berry,Hybrid,Insomnia, Stress, Depression, Pain,,Horny, Euphoric, Happy, Creative, Focused, Paranoid, Anxious, Dry Mouth,Berry, Sweet, Earthy,
25769,StarDawg,Hybrid,,,,,,Happy,Relaxed,Uplifted,Euphoric,Talkative,,,,,,,
25896,OG-18,Indica,,,,,,Relaxed,Sleepy,Happy,Hungry,Euphoric,,,,,,,
26056,Money Maker,Hybrid,Pain, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Paranoid,,Earthy, Berry, Skunk,
26505,Harle-Tsu,Hybrid,,,,,,Relaxed,Happy,Uplifted,Focused,Euphoric,,,,Earthy,Citrus,Sweet,
26528,Willy Wonka,Hybrid,Stress, Depression, Pain,,,Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid,,Sweet, Mint, Pine,
27013,Somango,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,,Mango, Earthy, Sweet,
27139,Danky Doodle,Indica,Stress, Pain, Depression, Insomnia, Nausea,Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid,,Sweet, Skunk,,
27563,Dr. Grinspoon,Sativa,Depression, Stress, Pain,,,Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid,,Citrus, Earthy,,
27657,Purple Dream,Hybrid,,,,,,,,,,,,,,Earthy,Blueberry,Pungent,
27756,Mango Haze,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious,,Mango, Sweet,,
28464,Kona Gold,Hybrid,Depression, Stress, Nausea, Pain,,Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet, Honey,,
28926,Sour Dream,Hybrid,,,,,,,,,,,,,,Sweet,Flowery,Pepper,
29270,Silver Kush,Hybrid,Stress, Depression, Pain, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid,,Earthy, Citrus,,
29544,Strawberry Banana,Hybrid,,,,,,,,,,,,,,Woody,Earthy,Grapefruit,
29685,Hurricane,Sativa,Stress, Pain, Nausea, Depression,,Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious,,Sweet, Grape,,
29911,Ghost OG,Hybrid,,,,,,,,,,,,,,Sweet,Citrus,Orange,
30026,Sour Alien,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Flowery,
30211,Walrus Kush,Hybrid,,,,,,,,,,,,,,Earthy,Flowery,Lime,
30260,Honey Boo Boo,Indica,Pain, Stress, Depression, Lack of Appetite,,Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious,,Honey, Citrus, Lemon,
30261,J1,Hybrid,,,,,,Euphoric,Happy,Creative,Uplifted,Energetic,,,,,,,
30434,Strawberry Frost,Indica,Depression, Stress, Lack of Appetite,,,Happy, Horny, Relaxed, Hungry, Dry Mouth,,,,Sweet, Strawberry, Earthy,
32660,California Hash Plant,Indica,Stress,,,,,Sleepy, Hungry, Relaxed,,,,,,Citrus,,,
32694,MediHaze,Sativa,Pain, Stress, Depression, Inflammation, Nausea,Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid,Pine, Earthy, Citrus,
32756,Yoda OG,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Sleepy, Euphoric, Hungry, Happy, Anxious, Dry Mouth,,Earthy,,,
33071,Atomic,Hybrid,,,,,,Happy,Relaxed,Talkative,Creative,Euphoric,,,,,,,
34012,Dutch Haze,Hybrid,,,,,,Energetic, Creative, Happy, Horny, Uplifted,,,,Citrus, Earthy,,
34039,Crystal,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Pungent,
34240,Mindbender,Hybrid,,,,,,,,,,,,,,Earthy,Sweet,Sage,
34382,Euphoria,Hybrid,,,,,,Euphoric,Happy,Energetic,Creative,Relaxed,,,,,,,
34420,Phantom OG,Indica,Depression, Pain, Insomnia, Lack of Appetite,,Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Lemon,,
34579,Lemon Thai,Hybrid,Stress, Pain, Depression, Lack of Appetite,,Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Sweet,,
34612,91 Krypt,Indica,Stress, Depression, Lack of Appetite, Nausea,,Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth,,,Earthy, Sweet,,
34788,Full Moon,Hybrid,Depression, Stress, Lack of Appetite,,,Happy, Energetic, Uplifted, Horny, Creative,,,,Ammonia,,,
34850,Caramelo,Hybrid,Stress, Pain, Depression, Lack of Appetite,,Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth,,,Sweet, Lavender,,
35041,Northern Light,Hybrid,,,,,,,,,,,,,,Lemon,Citrus,Pungent,
35413,Afghani Bullrider,Hybrid,Stress, Depression, Insomnia, Pain,,Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid,,,Sweet, Pine, Earthy,
35424,Memory Loss,Hybrid,Stress, Depression, Pain, Nausea,,Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious,,Earthy, Sweet,,
35885,Sour Cookies,Hybrid,,,,,,,,,,,,,,Sweet,Berry,Blueberry,
36105,Trash,Hybrid,,,,,,Relaxed,Happy,Uplifted,Euphoric,Focused,,,,,,,
36132,Punky Lion,Hybrid,Stress, Depression, Muscle Spasms, Pain,,Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth,,Earthy, Sweet,,
36199,Dinachem,Hybrid,,,,,,Talkative,Relaxed,Happy,Energetic,Giggly,,,,,,,
36429,Sweet Black Angel,Hybrid,Depression, Stress, Pain, Insomnia,,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth,,,Sweet, Berry, Pine,
36432,Fruity Chronic Juice,Hybrid,Lack of Appetite, Pain, Stress, Depression,,Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious,,Citrus, Sweet,,
36459,Chocolate Fondue,Hybrid,Depression, Stress, Nausea, Lack of Appetite,,Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious,,Sweet, Earthy,,
36493,Buddha Tahoe,Hybrid,Insomnia, Pain, Stress, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Earthy,,,
36598,Destroyer,Hybrid,Depression, Stress, Insomnia,,,Energetic, Uplifted, Euphoric, Happy,,,,,Lavender, Ammonia, Sweet,
36700,Citrix,Hybrid,,,,,,Happy,Euphoric,Uplifted,Relaxed,Energetic,,,,,,,
37410,Nebula,Hybrid,,,,,,Uplifted,Happy,Euphoric,Energetic,Creative,,,,,,,
37608,Sunset Sherbet,Sativa,,,,,,,,,,,,,,Sweet,Flowery,Citrus,
37761,Church OG,Hybrid,Stress, Depression, Pain, Insomnia,,Relaxed, Happy, Uplifted, Creative, Horny, Dry Mouth, Paranoid,,Earthy, Citrus,,
37798,Hawaiian Snow,Hybrid,Depression, Pain, Stress,,,Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,,,,
38005,Star Killer,Hybrid,Pain, Stress, Insomnia, Depression, Nausea,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Lemon, Earthy,,
38103,Enemy of the State,Indica,Stress, Depression, Insomnia, Lack of Appetite,,Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid,Sweet, Berry,,
38144,Dawgfather,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,
38927,Dutch Queen,Hybrid,,,,,,,,,,,,,,Earthy,Citrus,Flowery,
39015,Future,Hybrid,,,,,,Relaxed,Euphoric,Uplifted,Sleepy,Happy,,,,0,,,
40325,Cornbread,Hybrid,Stress, Lack of Appetite, Pain, Insomnia,,Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid,,Earthy, Citrus,,
40351,Durban Cookies,Hybrid,Pain, Stress, Depression, Inflammation,,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth, Paranoid, Anxious,Sweet, Earthy,,
40446,Swiss Tsu 2,Hybrid,,,,,,,,,,,,,,Lemon,Sweet,Blueberry,
40703,Magnum,Hybrid,,,,,,Energetic,Happy,Creative,Uplifted,Euphoric,,,,,,,
40760,White Nightmare,Hybrid,Stress, Pain, Depression, Lack of Appetite, Inflammation,Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Earthy, Sweet, Citrus,
40827,Willie Nelson,Hybrid,Stress, Depression, Pain, Nausea,,Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,
40877,Mataro Blue,Hybrid,Pain, Stress, Depression, Insomnia, Muscle Spasms,Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth,,,Berry, Earthy, Sweet,
40917,Hades Haze,Indica,Insomnia, Depression, Lack of Appetite, Pain,,Relaxed, Sleepy, Talkative, Euphoric,,,,,Citrus, Earthy,,
41093,Purple Star,Hybrid,Pain, Insomnia, Depression, Muscle Spasms,,Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious,,Berry, Citrus, Pine,
42509,PowerNap,Hybrid,,,,,,,,,,,,,,Diesel,Citrus,Woody,
42515,Tangie,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Happy, Uplifted, Energetic, Euphoric, Relaxed, Dry Mouth, Anxious, Paranoid,Citrus, Orange, Sweet,
42522,Cherries Jubilee,Indica,Stress, Depression, Pain, Nausea,,Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth,,,Berry, Sweet,,
43710,Monolith,Indica,Insomnia, Lack of Appetite, Pain, Stress, Depression,Relaxed, Sleepy, Tingly, Euphoric, Focused,,,,Earthy, Pine,,
43955,Black Domina,Hybrid,Stress, Depression, Pain, Insomnia, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Pine, Pepper,,
44186,Starfighter,Hybrid,,,,,,Euphoric,Relaxed,Happy,Uplifted,Creative,,,,,,,
45542,Blue Diamond,Hybrid,Stress, Depression, Pain,,,Euphoric, Relaxed, Happy, Uplifted, Sleepy, Paranoid, Dry Mouth, Anxious,Sweet, Earthy,,
45871,Lime Skunk,Hybrid,Depression, Stress, Pain, Muscle Spasms,,Uplifted, Creative, Relaxed, Happy, Euphoric, Dry Mouth, Anxious,,Lime, Citrus, Lemon,
46201,Night Nurse,Hybrid,Pain, Insomnia, Stress, Muscle Spasms,,Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth,,,Sweet, Earthy,,
46225,Ortega,Hybrid,Depression, Pain,,,,Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth,,,,Pepper, Earthy,,
46391,Blockhead,Hybrid,,,,,,Relaxed,Happy,Hungry,Uplifted,Euphoric,,,,,,,
46491,Amethyst,Hybrid,,,,,,Energetic,Creative,Giggly,Hungry,Happy,,,,,,,
47637,Quin-N-Tonic,Indica,Stress, Pain, Depression, Nausea, Lack of Appetite,Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth,,,Sweet, Blueberry,,
47756,Bubba OG,Hybrid,Stress, Pain, Depression, Insomnia, Nausea,Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Paranoid,,Earthy, Sweet,,
47814,Firehouse,Hybrid,,,,,,,,,,,,,,Diesel,Pungent,Earthy,
47895,Primus,Hybrid,Stress, Lack of Appetite, Pain, Insomnia, Depression,Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,
48108,Cascadia Kush,Indica,Depression, Pain, Stress, Insomnia,,Relaxed, Euphoric, Tingly, Sleepy, Happy, Dry Mouth,,,Earthy, Sweet,,
48647,Sour Urkle,Hybrid,,,,,,,,,,,,,,Earthy,Pine,Diesel,
48722,Cactus,Indica,Pain, Stress, Nausea,,,Relaxed, Happy, Euphoric, Uplifted, Talkative, Dry Mouth, Paranoid,,Citrus, Earthy,,
49064,Nigerian Nightmare,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Spicy/Herbal,
49068,Skunkberry,Hybrid,,,,,,Relaxed,Happy,Euphoric,Uplifted,Creative,,,,,,,
49156,Dark Side of the Moon,Hybrid,Stress, Insomnia, Depression, Pain,,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Berry, Sweet,
49400,Haze,Hybrid,Stress, Depression, Pain,,,Euphoric, Uplifted, Happy, Energetic, Creative, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,
49418,White Buffalo,Sativa,Stress, Depression, Pain,,,Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious,,Sweet, Berry,,
50287,Bandana,Hybrid,,,,,,Euphoric,Happy,Relaxed,Talkative,Creative,,,,,,,
50861,Strawberry Lemonade,Sativa,Stress, Depression, Pain,,,Happy, Euphoric, Energetic, Creative, Uplifted, Dry Mouth, Anxious, Paranoid,Lemon, Strawberry, Sweet,
51221,Kraken,Indica,Stress, Insomnia, Muscle Spasms,,,Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth,,Earthy,,,
51249,Black Bubba,Indica,Stress, Insomnia, Pain, Seizures, Depression,Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Paranoid,,Earthy, Pine,,
51392,Cuvee,Indica,Stress, Pain, Depression, Insomnia,,Euphoric, Relaxed, Uplifted, Happy, Anxious, Dry Mouth,,,Sweet, Citrus,,
51398,Sonic Screwdriver,Hybrid,Stress, Pain, Depression,,,Happy, Euphoric, Uplifted, Creative, Dry Mouth,,,,Earthy, Citrus,,
51463,Alien Rift,Hybrid,Stress, Insomnia, Depression, Pain,,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Citrus,,
52517,Green Lantern,Hybrid,Stress, Depression, Pain,,,Uplifted, Euphoric, Happy, Hungry, Talkative, Dry Mouth, Anxious, Paranoid,Citrus, Earthy, Pine,
52901,Super Green Crack,Hybrid,Depression, Stress, Lack of Appetite, Pain,,Energetic, Uplifted, Happy, Focused, Euphoric, Dry Mouth, Anxious,,Earthy, Citrus,,
53969,Black Diamond,Hybrid,Stress, Pain, Insomnia, Depression, Inflammation,Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy, Berry, Sweet,
54021,Kushage,Hybrid,,,,,,Relaxed,Happy,Euphoric,Hungry,Tingly,,,,,,,
54211,Power Kush,Hybrid,Stress, Pain, Depression, Muscle Spasms,,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Paranoid, Dry Mouth, Anxious,Sweet, Skunk, Lime,
54396,DJ Andy Williams,Sativa,,,,,,Creative, Energetic,,,,,,,,,,
55204,Murkle,Indica,,,,,,Giggly,,,,,,,,,,,
55650,Grape OX,Hybrid,Stress, Depression, Insomnia, Pain,,Hungry, Sleepy, Relaxed, Tingly, Uplifted, Dry Mouth, Paranoid,,Grape, Sweet,,
55683,Herojuana,Hybrid,,,,,,Relaxed,Sleepy,Happy,Hungry,Euphoric,,,,,,,
55784,White Strawberry Skunk,Hybrid,,,,,,,,,,,,,,Citrus,Pine,Sweet,
56060,Triangle Kush,Indica,Depression, Pain, Stress, Insomnia,,Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid,,Earthy, Skunk,,
56398,Stella Blue,Sativa,Depression, Stress, Nausea, Pain,,Energetic, Uplifted, Happy, Focused, Relaxed, Dry Mouth, Paranoid,,Sweet, Berry,,
56738,Alaskan Ice,Hybrid,Depression, Stress, Pain,,,Euphoric, Happy, Relaxed, Uplifted, Hungry, Dry Mouth, Paranoid,,Sweet, Earthy,,
56870,Hawaiian Haze,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Uplifted, Happy, Talkative, Hungry, Dry Mouth, Paranoid, Anxious,,Skunk,,,
57367,The OX,Hybrid,Pain, Stress, Inflammation, Depression, Muscle Spasms,Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Paranoid,,,Sweet, Citrus, Coffee,
57678,Tora Bora,Hybrid,Pain, Stress, Insomnia, Inflammation, Muscle Spasms,Relaxed, Tingly, Sleepy, Happy, Euphoric, Dry Mouth, Paranoid,,Earthy, Pine,,
58327,Super Cheese,Hybrid,Insomnia, Pain, Stress, Depression,,Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth,,,Earthy,,,
58334,Satori,Hybrid,,,,,,Creative,Euphoric,Uplifted,Happy,Energetic,,,,,,,
58338,Kaboom,Hybrid,Depression, Stress, Pain, Nausea,,Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
59056,Watermelon,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious,,Sweet, Berry, Grape,
59191,Blackberry Diesel,Hybrid,Stress, Depression, Lack of Appetite,,,Happy, Energetic, Relaxed, Euphoric, Talkative, Dry Mouth, Anxious,,,,,
59311,Devil Fruit,Hybrid,Stress, Depression, Insomnia, Pain,,Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid,Pepper, Sweet,,
59474,Kushberry,Indica,Stress, Insomnia, Pain, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Berry, Sweet, Earthy,
59724,Super Slutty Hayes,Hybrid,,,,,,,,,,,,,,Earthy,,,
59916,Casper OG,Hybrid,Insomnia, Stress, Depression,,,Relaxed, Uplifted, Happy, Sleepy,,,,,Earthy, Pine, Sweet,
61283,Temple Haze,Hybrid,,,,,,,,,,,,,,Earthy,Skunk,Sweet,
61294,Outlaw,Hybrid,Depression, Pain, Stress,,,Euphoric, Energetic, Uplifted, Creative, Horny,,,,Earthy,,,
61926,Green Kush,Hybrid,Stress, Pain, Depression, Nausea, Insomnia,Euphoric, Hungry, Energetic, Sleepy, Relaxed, Dry Mouth, Paranoid,,Citrus, Sweet, Earthy,
62066,Hurkle,Hybrid,,,,,,Relaxed,Happy,Hungry,Focused,Sleepy,,,,,,,
62919,Sour Haze,Hybrid,Stress, Depression, Pain,,,Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious,Citrus, Skunk, Sweet,
63119,Mendo Breath,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
63315,Rockstar,Hybrid,Stress, Depression, Pain, Insomnia, Inflammation,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Earthy,,,
63701,CBD Mango Haze,Hybrid,Stress, Pain, Inflammation, Depression,,Focused, Uplifted, Energetic, Relaxed, Happy, Paranoid, Dry Mouth,,Pepper, Mango,,
63709,Grimace OG,Hybrid,Depression, Insomnia, Lack of Appetite,,,Sleepy, Euphoric, Relaxed, Horny, Happy, Dry Mouth,,,,,,
64241,Harlesin,Hybrid,,,,,,,,,,,,,,Pungent,Skunk,Diesel,
64257,Treasure Island,Hybrid,,,,,,,,,,,,,,Tropical,Pungent,Earthy,
64899,Dutch Dragon,Hybrid,Depression, Inflammation, Stress, Pain,,Euphoric, Creative, Relaxed, Focused, Happy, Anxious, Paranoid,,Citrus, Sweet,,
65036,Purple Power,Hybrid,Lack of Appetite, Stress, Depression,,,Happy, Relaxed, Uplifted, Talkative, Energetic, Dry Mouth,,,Earthy, Sweet,,
66062,Purple Widow,Hybrid,,,,,,,,,,,,,,Citrus,Lemon,Grapefruit,
66103,Sugar Mama,Indica,Stress, Depression, Pain, Insomnia,,Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth,,,Sweet, Citrus,,
